laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,target_bad
4.0,-0.04335760918289874,2.0,0.0,-0.12358612468353408,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.04720563747489138,3.0,2.0,1.0,1.0,2.0,2.0,2.0,0
1.0,-0.04335760918289874,4.0,3.0,-0.13538045623565773,3.0,5.0,4.0,3.0,1.0,4.0,3.0,0.03503350320453326,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
518.0,-0.041739011285892,2.0,3.0,-0.052078575602544856,1.0,3.0,1.0,3.0,1.0,4.0,1.0,-0.08668783949904789,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0
4.0,-0.041739011285892,2.0,0.0,-0.058787925886687055,3.0,5.0,2.0,3.0,1.0,4.0,4.0,0.028947436069354203,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.03850181549187851,3.0,3.0,-0.09512435453080453,1.0,3.0,4.0,4.0,1.0,3.0,1.0,-0.08060177236386884,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,4.0,6.0,-0.021427438514989967,5.0,90.0,2.0,3.0,1.0,1.0,2.0,-0.0562575038231526,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0
4.0,-0.03850181549187851,2.0,2.0,-0.06888726368281689,3.0,3.0,2.0,2.0,1.0,4.0,3.0,-0.15972064512119657,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04335760918289874,4.0,3.0,-0.08029315916585862,5.0,3.0,1.0,3.0,1.0,2.0,1.0,-0.07451570522868978,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0
2.0,0.08720928784231188,60.0,9.0,-0.09614841325838414,2.0,5.0,1.0,1.0,1.0,2.0,3.0,-0.09277390663422695,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0
4.0,-0.03850181549187851,2.0,2.0,-0.11341616214757116,4.0,4.0,3.0,2.0,1.0,2.0,2.0,-0.098859973769406,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.02717163021283131,2.0,1.0,0.1398794672637551,1.0,3.0,1.0,2.0,416.0,2.0,2.0,-0.098859973769406,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.041739011285892,2.0,2.0,-0.06606227408949386,2.0,2.0,2.0,2.0,1.0,4.0,2.0,-0.14754851085083848,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04335760918289874,3.0,9.0,-0.08576657650292199,2.0,3.0,1.0,3.0,1.0,2.0,1.0,-0.07451570522868978,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
2.0,-0.04012041338888526,2.0,2.0,-0.11260397763949079,4.0,2.0,1.0,2.0,1.0,4.0,1.0,-0.16580671225637564,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.03688321759487177,3.0,3.0,-0.06539133906107963,1.0,3.0,2.0,4.0,1.0,3.0,1.0,-0.07451570522868978,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
1.0,-0.04012041338888526,1.0,8.0,-0.1353451438657412,1.0,5.0,4.0,4.0,1.0,1.0,3.0,-0.007568966741720142,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0
3.0,-0.03364602180085828,2.0,3.0,0.03461329254255566,1.0,4.0,4.0,3.0,1.0,2.0,3.0,-0.1292903094453013,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0
3.0,-0.03364602180085828,2.0,2.0,-0.014929962450346997,1.0,2.0,2.0,3.0,1.0,4.0,3.0,-0.12320424231012224,3.0,2.0,1.0,108.0,2.0,1.0,2.0,0
4.0,-0.041739011285892,4.0,3.0,-0.03876581214401007,5.0,3.0,1.0,3.0,1.0,2.0,1.0,-0.08060177236386884,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0
3.0,-0.041739011285892,2.0,3.0,-0.12100832167962682,1.0,3.0,3.0,2.0,1.0,2.0,1.0,-0.11103210803976413,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1
4.0,-0.03364602180085828,2.0,0.0,-0.09544216586005339,2.0,5.0,4.0,4.0,1.0,4.0,1.0,-0.03191323528243637,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0
1.0,-0.04335760918289874,2.0,2.0,-0.09879684100212448,1.0,3.0,1.0,3.0,1.0,2.0,1.0,-0.06234357095833166,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0
1.0,-0.03526461969786503,2.0,3.0,-0.055292001264949805,1.0,2.0,4.0,2.0,1.0,4.0,2.0,-0.11103210803976413,3.0,1.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.01746004283079085,0.0,1.0,0.18589148526500396,5.0,3.0,2.0,3.0,1.0,2.0,2.0,-0.04408536955279449,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0
4.0,-0.04012041338888526,4.0,3.0,-0.1144755332450673,5.0,5.0,4.0,3.0,1.0,4.0,1.0,0.11415237596186101,3.0,2.0,4.0,3.0,2.0,1.0,2.0,0
4.0,-0.020697238624804336,4.0,1.0,-0.05017170762705181,5.0,5.0,4.0,3.0,1.0,3.0,3.0,-0.050171436687973546,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0
4.0,-0.04335760918289874,4.0,0.0,-0.13848794478831306,4.0,3.0,2.0,3.0,1.0,2.0,1.0,-0.03191323528243637,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0
2.0,-0.03364602180085828,2.0,0.0,-0.10490588099768554,1.0,2.0,4.0,3.0,1.0,1.0,2.0,-0.12320424231012224,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
1.0,-0.04335760918289874,2.0,0.0,-0.12393924838269946,1.0,2.0,3.0,3.0,1.0,4.0,1.0,-0.03191323528243637,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0
4.0,-0.03850181549187851,2.0,1.0,-0.10140995637594828,5.0,5.0,4.0,3.0,1.0,4.0,4.0,-0.007568966741720142,1.0,3.0,1.0,3.0,1.0,1.0,2.0,0
4.0,-0.03364602180085828,1.0,9.0,-0.09226405256756497,1.0,4.0,4.0,3.0,1.0,4.0,3.0,-0.03799930241761543,1.0,2.0,1.0,3.0,2.0,20.0,2.0,0
3.0,-0.04012041338888526,2.0,3.0,-0.04081392959916927,1.0,3.0,3.0,4.0,1.0,1.0,3.0,-0.13537637658048035,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03850181549187851,4.0,3.0,-0.09929121418095602,1.0,3.0,4.0,3.0,1.0,2.0,2.0,-0.09277390663422695,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.04335760918289874,0.0,0.0,-0.10479994388793593,2.0,3.0,4.0,3.0,1.0,1.0,4.0,-0.06842963809351071,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0
4.0,-0.04119947865355642,2.0,0.0,-0.09092218251073653,3.0,3.0,3.0,3.0,1.0,2.0,4.0,-0.03799930241761543,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.0741134944304645,2.0,3.0,4.0,2.0,2.0,2.0,1.0,-0.11103210803976413,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04065994602122084,2.0,9.0,-0.07167694090622338,4.0,5.0,1.0,1.0,1.0,2.0,1.0,-0.11103210803976413,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
1.0,-0.04119947865355642,4.0,2.0,-0.07203006460538876,5.0,2.0,4.0,2.0,2.0,3.0,1.0,-0.11711817517494318,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0
4.0,-0.04119947865355642,2.0,0.0,-0.09272311337647997,1.0,3.0,3.0,3.0,1.0,920.0,1.0,-0.09277390663422695,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0
4.0,-0.03364602180085828,4.0,0.0,-0.10186901718486327,4.0,5.0,4.0,2.0,1.0,4.0,1.0,-0.0562575038231526,3.0,2.0,402.0,3.0,2.0,2.0,2.0,0
4.0,-0.04119947865355642,2.0,0.0,-0.09724309672579681,2.0,3.0,3.0,3.0,1.0,2.0,1.0,-0.06842963809351071,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0
4.0,-0.04335760918289874,4.0,0.0,-0.09989152446953715,1.0,5.0,1.0,110.0,1.0,4.0,1.0,-0.0014828996065410838,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0
4.0,-0.03688321759487177,2.0,0.0,-0.05331450854962368,5.0,4.0,4.0,3.0,1.0,3.0,2.0,-0.08668783949904789,3.0,2.0,1.0,3.0,2.0,1.0,1.0,0
916.0,-0.03688321759487177,4.0,3.0,0.06703004812593744,1.0,5.0,3.0,3.0,1.0,4.0,3.0,-0.08060177236386884,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.03364602180085828,4.0,6.0,-0.07926910043827903,5.0,3.0,3.0,2.0,1.0,2.0,3.0,-0.08060177236386884,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.03688321759487177,4.0,3.0,-0.062425099988090454,1.0,3.0,2.0,2.0,1.0,2.0,3.0,-0.12320424231012224,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.03688321759487177,4.0,3.0,-0.09244061441714765,1.0,4.0,1.0,2.0,1.0,2.0,3.0,-0.13537637658048035,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.034725087065529445,2.0,0.0,-0.10201026666452943,5.0,4.0,4.0,2.0,1.0,4.0,2.0,-0.1292903094453013,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
360.0,-0.03364602180085828,3.0,0.0,-0.12199706803728987,5.0,5.0,4.0,4.0,1.0,4.0,3.0,0.04720563747489138,3.0,2.0,2.0,710.0,2.0,2.0,2.0,0
1.0,-0.03364602180085828,2.0,2.0,-0.08562532702325584,1.0,2.0,4.0,3.0,2.0,1.0,2.0,-0.13537637658048035,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0
1.0,-0.041739011285892,4.0,5.0,-0.10183370481494673,2.0,5.0,3.0,3.0,3.0,4.0,1.0,0.010689234663817031,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0
1.0,-0.04119947865355642,4.0,0.0,-0.11066179729408121,1.0,4.0,4.0,3.0,2.0,3.0,2.0,0.016775301798996087,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.04119947865355642,2.0,1.0,-0.046746407745147635,2.0,3.0,1.0,3.0,2.0,2.0,1.0,-0.08668783949904789,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,1.0,-0.0974196585753795,4.0,4.0,3.0,3.0,1.0,2.0,2.0,0.053291704610070434,3.0,2.0,1.0,3.0,2.0,1.0,1.0,0
4.0,-0.030408826006844795,4.0,3.0,-0.03865987503426046,5.0,5.0,3.0,3.0,1.0,160.0,3.0,-0.03799930241761543,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0
1.0,-0.03364602180085828,1.0,1.0,-0.01906150973058193,1.0,3.0,1.0,2.0,3.0,4.0,3.0,-0.14754851085083848,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0
4.0,-0.03688321759487177,4.0,1.0,-0.0332923948069467,5.0,1.0,2.0,3.0,1.0,4.0,4.0,-0.050171436687973546,3.0,2.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.041739011285892,2.0,0.0,-0.021003690075991514,2.0,3.0,1.0,3.0,3.0,2.0,1.0,-0.12320424231012224,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0
4.0,-0.04012041338888526,4.0,0.0,-0.12323300098436869,2.0,4.0,4.0,2.0,1.0,3.0,3.0,0.028947436069354203,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.04119947865355642,2.0,3.0,-0.07937503754802865,1.0,267.0,1.0,3.0,1.0,4.0,2.0,-0.050171436687973546,3.0,2.0,1.0,3.0,2.0,2.0,1.0,0
4.0,-0.04119947865355642,2.0,6.0,-0.12164394433812449,3.0,5.0,4.0,3.0,1.0,4.0,4.0,-0.0014828996065410838,3.0,3.0,1.0,3.0,2.0,2.0,2.0,0
3.0,-0.04119947865355642,4.0,0.0,-0.11973707636263145,1.0,5.0,4.0,3.0,1.0,4.0,4.0,0.1019802416915029,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0
1.0,-0.04012041338888526,4.0,0.0,-0.07241850067447068,1.0,3.0,4.0,3.0,1.0,2.0,2.0,-0.098859973769406,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,4.0,3.0,-0.12256206595595448,1.0,3.0,4.0,3.0,1.0,2.0,3.0,-0.08668783949904789,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.04119947865355642,4.0,2.0,-0.07425474391013065,5.0,3.0,2.0,4.0,1.0,1.0,3.0,-0.12320424231012224,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
4.0,-0.03364602180085828,2.0,0.0,-0.09346467314472726,4.0,4.0,4.0,2.0,1.0,3.0,3.0,-0.07451570522868978,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0
4.0,-0.020697238624804336,4.0,9.0,0.12208203282582,5.0,5.0,4.0,1.0,1.0,2.0,3.0,-0.0014828996065410838,1.0,2.0,2.0,4.0,1.0,1.0,2.0,0
1.0,-0.04012041338888526,4.0,0.0,-0.023758054929481468,1.0,3.0,4.0,2.0,2.0,2.0,1.0,-0.10494604090458506,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1
4.0,-0.04335760918289874,2.0,3.0,-0.09978558735978754,2.0,3.0,2.0,3.0,1.0,4.0,4.0,-0.025827168147257315,1.0,3.0,1.0,3.0,1.0,2.0,2.0,0
4.0,-0.02717163021283131,4.0,1.0,0.22265166234811992,5.0,5.0,2.0,3.0,1.0,4.0,4.0,-0.025827168147257315,3.0,3.0,2.0,3.0,2.0,1.0,2.0,0
1.0,-0.03364602180085828,2.0,1.0,-0.044062667631490755,1.0,3.0,3.0,3.0,3.0,4.0,4.0,0.1019802416915029,1.0,2.0,1.0,3.0,1.0,2.0,2.0,0
4.0,-0.04119947865355642,4.0,0.0,-0.1038465099001894,1.0,5.0,3.0,3.0,1.0,4.0,1.0,-0.08668783949904789,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0
3.0,-0.03688321759487177,2.0,0.0,-0.07806847986111674,1.0,5.0,3.0,2.0,1.0,2.0,3.0,-0.14146244371565941,3.0,2.0,1.0,4.0,2.0,1.0,2.0,0
4.0,-0.03850181549187851,4.0,0.0,0.030834868961486104,5.0,5.0,1.0,2.0,1.0,4.0,3.0,0.07763597315078667,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.04012041338888526,4.0,0.0,-0.10299901302219248,1.0,5.0,4.0,3.0,1.0,4.0,1.0,0.08980810742114478,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
1.0,-0.04012041338888526,2.0,2.0,-0.08170565396252014,1.0,2.0,4.0,2.0,1.0,1.0,3.0,-0.14754851085083848,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04335760918289874,4.0,2.0,-0.10419963359935477,5.0,3.0,1.0,4.0,1.0,2.0,2.0,-0.11711817517494318,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.041739011285892,2.0,2.0,-0.09830246782329295,1.0,3.0,4.0,2.0,1.0,2.0,1.0,-0.12320424231012224,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.06683914622765769,5.0,3.0,4.0,3.0,1.0,4.0,4.0,-0.0562575038231526,3.0,3.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.04012041338888526,0.0,2.0,-0.03209177422978441,1.0,5.0,2.0,3.0,1.0,4.0,2.0,-0.07451570522868978,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
3.0,-0.03364602180085828,2.0,3.0,-0.10289307591244287,3.0,3.0,3.0,2.0,1.0,3.0,3.0,0.06546383888042855,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0
2.0,-0.04012041338888526,0.0,8.0,-0.09752559568512911,1.0,3.0,2.0,3.0,1.0,2.0,1.0,-0.09277390663422695,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0
1.0,-0.03850181549187851,2.0,0.0,-0.09777278227454488,1.0,3.0,2.0,2.0,1.0,4.0,3.0,-0.11103210803976413,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
1.0,-0.03364602180085828,2.0,3.0,-0.04063736774958658,1.0,3.0,2.0,1.0,1.0,2.0,1.0,-0.13537637658048035,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0
1.0,-0.03364602180085828,2.0,9.0,0.0846156083443733,1.0,3.0,2.0,4.0,1.0,2.0,3.0,-0.1536345779860175,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,4.0,3.0,-0.05628074762261286,4.0,5.0,2.0,3.0,1.0,2.0,3.0,-0.07451570522868978,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.03364602180085828,4.0,1.0,0.12663732854505338,4.0,5.0,2.0,2.0,1.0,4.0,4.0,-0.10494604090458506,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04335760918289874,2.0,4.0,-0.13520389438607505,1.0,2.0,4.0,2.0,1.0,1.0,1.0,-0.11711817517494318,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03526461969786503,3.0,2.0,-0.09113405673023575,2.0,4.0,4.0,3.0,1.0,3.0,1.0,-0.07451570522868978,966.0,2.0,2.0,4.0,2.0,1.0,2.0,0
1.0,-0.03202742390385154,2.0,3.0,-0.026688981632554114,1.0,3.0,3.0,3.0,1.0,2.0,3.0,-0.11711817517494318,3.0,2.0,1.0,4.0,2.0,1.0,2.0,0
1.0,-0.04012041338888526,0.0,5.0,-0.10818993139992356,1.0,4.0,4.0,3.0,1.0,3.0,1.0,-0.11103210803976413,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1
2.0,-0.03202742390385154,3.0,1.0,0.06332224928470095,1.0,5.0,1.0,3.0,1.0,4.0,3.0,-0.098859973769406,3.0,2.0,2.0,4.0,2.0,2.0,2.0,0
2.0,-0.03850181549187851,2.0,5.0,-0.09385310921380918,2.0,3.0,4.0,3.0,3.0,2.0,1.0,-0.14754851085083848,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.030408826006844795,4.0,3.0,0.0907599607098509,5.0,4.0,2.0,3.0,1.0,3.0,2.0,-0.06234357095833166,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
1.0,-0.03688321759487177,2.0,2.0,-0.018425887072084247,1.0,2.0,1.0,2.0,1.0,4.0,3.0,-0.14754851085083848,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
497.0,-0.03526461969786503,2.0,2.0,-0.02022681793782768,1.0,4.0,1.0,2.0,1.0,272.0,3.0,-0.12320424231012224,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.014222847036777363,4.0,0.0,0.33844092330444764,5.0,5.0,2.0,3.0,1.0,4.0,4.0,0.1019802416915029,1.0,3.0,1.0,4.0,2.0,2.0,2.0,0
2.0,-0.041739011285892,2.0,0.0,-0.13756982317048308,1.0,3.0,4.0,4.0,1.0,4.0,1.0,-0.14754851085083848,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.02393443441881782,4.0,2.0,-0.004618750434717935,3.0,3.0,4.0,3.0,1.0,4.0,1.0,-0.06234357095833166,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
2.0,-0.041739011285892,2.0,3.0,-0.1311429718456732,1.0,3.0,4.0,3.0,1.0,3.0,1.0,-0.13537637658048035,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.041739011285892,2.0,2.0,-0.11489928168406575,1.0,3.0,4.0,2.0,1.0,1.0,2.0,-0.098859973769406,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1
4.0,0.17785077007468952,2.0,0.0,0.11374831352551706,1.0,3.0,1.0,3.0,1.0,4.0,2.0,-0.019741101012078256,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0
3.0,-0.04119947865355642,2.0,4.0,-0.10405838411968862,1.0,3.0,2.0,3.0,1.0,2.0,3.0,-0.0562575038231526,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
1.0,-0.03364602180085828,2.0,1.0,-0.048017653062143,5.0,5.0,2.0,2.0,1.0,4.0,1.0,-0.12320424231012224,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03850181549187851,2.0,1.0,-0.040354868790254274,1.0,4.0,2.0,3.0,1.0,2.0,3.0,-0.08060177236386884,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
3.0,-0.04335760918289874,4.0,6.0,-0.11034398596483237,1.0,3.0,2.0,2.0,1.0,4.0,2.0,0.022861368934175147,3.0,2.0,1.0,2.0,2.0,827.0,2.0,0
4.0,-0.03850181549187851,4.0,3.0,-0.09537154112022031,1.0,3.0,4.0,3.0,1.0,4.0,4.0,-0.06842963809351071,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.03364602180085828,2.0,2.0,0.04729043334259276,2.0,3.0,4.0,3.0,1.0,1.0,3.0,-0.1292903094453013,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.041739011285892,2.0,3.0,-0.10472931914810285,1.0,5.0,4.0,2.0,1.0,4.0,3.0,-0.1292903094453013,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.03364602180085828,3.0,3.0,0.07878906730814456,1.0,2.0,1.0,3.0,1.0,2.0,3.0,-0.08060177236386884,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.12235019173645525,1.0,3.0,4.0,3.0,1.0,2.0,1.0,-0.098859973769406,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,3.0,1.0,-0.0942415452828911,1.0,3.0,4.0,4.0,1.0,4.0,1.0,-0.03191323528243637,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.04012041338888526,2.0,0.0,0.06731254708526974,1.0,4.0,2.0,3.0,1.0,2.0,3.0,-0.08668783949904789,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.03202742390385154,2.0,9.0,-0.05804636611843976,1.0,2.0,4.0,2.0,1.0,1.0,2.0,-0.08668783949904789,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0
2.0,-0.04012041338888526,2.0,9.0,-0.11069710966399775,2.0,4.0,3.0,3.0,1.0,4.0,1.0,-0.04408536955279449,3.0,2.0,1.0,793.0,2.0,1.0,2.0,0
1.0,-0.04335760918289874,2.0,1.0,-0.09957371314028832,3.0,1.0,1.0,2.0,1.0,2.0,2.0,-0.14146244371565941,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0
4.0,-0.03364602180085828,2.0,3.0,-0.034987388562940515,1.0,2.0,4.0,2.0,1.0,4.0,2.0,-0.12320424231012224,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.03688321759487177,2.0,3.0,0.014908990129127516,1.0,2.0,3.0,3.0,1.0,2.0,3.0,-0.08668783949904789,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
2.0,-0.020697238624804336,2.0,10.0,0.04269982525344283,5.0,1.0,3.0,3.0,1.0,4.0,4.0,-0.03799930241761543,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0
4.0,-0.03850181549187851,2.0,1.0,0.017133669433869403,1.0,3.0,3.0,3.0,1.0,2.0,3.0,-0.098859973769406,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
2.0,-0.041739011285892,2.0,9.0,-0.09819653071354334,1.0,3.0,2.0,4.0,1.0,1.0,1.0,-0.11711817517494318,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0
2.0,-0.03688321759487177,2.0,9.0,-0.07976347361711056,4.0,2.0,3.0,4.0,1.0,3.0,1.0,-0.06234357095833166,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.02393443441881782,2.0,3.0,0.10573240555446296,5.0,4.0,2.0,4.0,1.0,4.0,2.0,-0.10494604090458506,3.0,1.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.039580880756549676,2.0,3.0,-0.09756090805504565,2.0,1.0,2.0,2.0,1.0,4.0,1.0,0.10806630882668196,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,3.0,9.0,-0.04215579965599771,5.0,3.0,4.0,3.0,1.0,4.0,1.0,-0.08668783949904789,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0
4.0,-0.04012041338888526,4.0,3.0,-0.11285116422890656,5.0,195.0,4.0,3.0,1.0,4.0,3.0,-0.06842963809351071,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,3.0,9.0,-0.06344915871567006,3.0,3.0,4.0,3.0,1.0,2.0,3.0,-0.0136550338768992,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0
4.0,-0.04012041338888526,4.0,3.0,-0.12888298017101477,3.0,5.0,4.0,3.0,1.0,4.0,2.0,-0.025827168147257315,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0
4.0,-0.03148789127151596,4.0,3.0,-0.05045420658638411,1.0,5.0,4.0,3.0,1.0,2.0,3.0,-0.10494604090458506,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.04065994602122084,4.0,3.0,-0.10656556238376282,2.0,1.0,4.0,2.0,1.0,4.0,1.0,0.06546383888042855,3.0,2.0,3.0,2.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,4.0,1.0,0.05763695772813836,4.0,3.0,4.0,3.0,1.0,2.0,1.0,-0.11711817517494318,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03688321759487177,4.0,3.0,-0.10603587683501475,5.0,3.0,4.0,3.0,1.0,3.0,2.0,-0.10494604090458506,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
1.0,-0.03688321759487177,4.0,2.0,-0.09512435453080453,1.0,5.0,4.0,3.0,1.0,4.0,3.0,-0.0136550338768992,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.11991363821221414,1.0,3.0,4.0,4.0,610.0,2.0,1.0,-0.11103210803976413,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.04065994602122084,4.0,0.0,-0.10063308423778446,4.0,3.0,4.0,2.0,1.0,4.0,3.0,-0.03799930241761543,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
2.0,-0.03796228285954293,4.0,0.0,-0.10582400261551551,1.0,1.0,2.0,3.0,1.0,3.0,3.0,0.1324105773673982,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0
4.0,-0.04012041338888526,2.0,0.0,-0.07199475223547222,5.0,5.0,4.0,2.0,1.0,4.0,4.0,0.03503350320453326,3.0,3.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.03850181549187851,2.0,3.0,-0.08272971269009974,1.0,5.0,4.0,3.0,1.0,4.0,3.0,4.550895317507394,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.04012041338888526,4.0,3.0,0.5616151011769671,1.0,5.0,4.0,3.0,1.0,4.0,1.0,0.03503350320453326,3.0,2.0,3.0,3.0,2.0,1.0,2.0,0
